Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR32114774,2025-01-24 17:23:15,2025-01-24 17:09:01,227127,68171459,227127,300,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114774/SRR32114774.lite.1,SRX27461654,DNA-250122FOR-135,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887487,SAMN46403779,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1881,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,B9564CFFE42D73704CFA900BB8F8705C,C3DF79F032A53DF75AE7FFD17819E6B5
SRR32114956,2025-01-24 17:31:25,2025-01-24 17:19:41,71551,21455044,71551,299,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114956/SRR32114956.lite.1,SRX27461472,DNA-250122FOR-293,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887305,SAMN46403937,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1882,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,00730CD17F19CCD9B2FC9F0772528895,7AE11B2F14378C4FAD471FD1506A6D52
SRR32114773,2025-01-24 17:23:15,2025-01-24 17:08:58,156001,46796076,156001,299,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114773/SRR32114773.lite.1,SRX27461655,DNA-250122FOR-136,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887488,SAMN46403780,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1883,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,5E316A1DA4359547AC0D1AC27DC706A1,9AD74FD46354B262A905213CE15657B7
SRR32115166,2025-01-24 17:37:08,2025-01-24 17:25:55,71123,21029969,71123,295,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115166/SRR32115166.lite.1,SRX27461811,DNA-250122FOR-450,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887644,SAMN46404094,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1884,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,B41BC6F790189CF7640610DDFF845F7C,C73C9798023E2A87212D797050EF357F
SRR32114955,2025-01-24 17:31:26,2025-01-24 17:19:47,69588,20754622,69588,298,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114955/SRR32114955.lite.1,SRX27461473,DNA-250122FOR-294,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887307,SAMN46403938,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1885,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,46457D49964B2DFD3E93F59D60E9FCEE,E2BD5E179789E9C12200EA68CB483DA4
SRR32114772,2025-01-24 17:23:18,2025-01-24 17:08:51,147245,44131460,147245,299,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114772/SRR32114772.lite.1,SRX27461656,DNA-250122FOR-137,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887489,SAMN46403781,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1886,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,03CB1AC82F043888E8F76E4969DF341E,D707DDA8CA72820C9773A482BF01BB03
SRR32114771,2025-01-24 17:23:15,2025-01-24 17:08:55,171985,51509694,171985,299,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114771/SRR32114771.lite.1,SRX27461657,DNA-250122FOR-138,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887490,SAMN46403782,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1887,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,465658D7EB4679CC4EA8B9DAAA734715,1CC7CC022FFF26A64EB910E58191C0EF
SRR32114769,2025-01-24 17:23:15,2025-01-24 17:09:08,142921,42973324,142921,300,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114769/SRR32114769.lite.1,SRX27461659,DNA-250122FOR-140,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887492,SAMN46403784,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1888,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,C90883A7BB7029C2733672BB1AA0F490,AE0D67FD65F195B8DC28F9405BA197FA
SRR32115164,2025-01-24 17:37:00,2025-01-24 17:25:59,78115,23341116,78115,298,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115164/SRR32115164.lite.1,SRX27461813,DNA-250122FOR-451,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887646,SAMN46404095,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1889,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,4DA0DC6C5ADD6632840605607F28DDFF,69B8B23AC79F60B5B97679E3AC768CD9
SRR32114767,2025-01-24 17:23:16,2025-01-24 17:08:52,123401,37091567,123401,300,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114767/SRR32114767.lite.1,SRX27461661,DNA-250122FOR-141,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887494,SAMN46403785,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1890,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,98DD8132568578ADD6C2DE2F4F99FB5C,AE30B2AA7D3C2D172F83759FF212D292
SRR32114766,2025-01-24 17:23:16,2025-01-24 17:08:58,181041,54001674,181041,298,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114766/SRR32114766.lite.1,SRX27461662,DNA-250122FOR-142,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887495,SAMN46403786,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1891,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,08AA57A0EA903AD5A021BC83FA97B1B2,A66EBF40CD2F6ED5D4EB82D18ED5BE32
SRR32115163,2025-01-24 17:37:00,2025-01-24 17:25:54,80625,24051747,80625,298,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115163/SRR32115163.lite.1,SRX27461814,DNA-250122FOR-452,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887647,SAMN46404096,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1892,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,CE9900502293C332FE344701F8E64759,150F19933C4845F50732D9F2F091D353
SRR32114964,2025-01-24 17:31:25,2025-01-24 17:19:45,85116,25217539,85116,296,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114964/SRR32114964.lite.1,SRX27461464,DNA-250122FOR-286,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887298,SAMN46403930,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1893,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,110E005A651671CA737D69406C22ACD3,E423D53073B9347C9DA7FBF6DB3A6BC4
SRR32114929,2025-01-24 17:31:27,2025-01-24 17:19:49,53702,15460105,53702,287,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114929/SRR32114929.lite.1,SRX27461499,DNA-250122FOR-346,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887332,SAMN46403990,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1894,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,36615811D3E45A59B5E839D605074106,2EAEE41E847A13FA444D14B8E68B66CD
SRR32114999,2025-01-24 17:31:21,2025-01-24 17:20:12,88892,24678369,88892,277,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114999/SRR32114999.lite.1,SRX27461429,DNA-250122FOR-197,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887263,SAMN46403841,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1895,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7B68088D3D7885A17E62F1093DAAD607,48208562CB4AAC908DCC4AB47E769C1A
SRR32114815,2025-01-24 17:23:08,2025-01-24 17:08:50,66700,19865268,66700,297,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114815/SRR32114815.lite.1,SRX27461613,DNA-250122FOR-444,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887446,SAMN46404088,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1896,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,8B28D982D5B7CB0881AC2227F720EDA0,1087823668BCA68F760BA8D3138D4C6C
SRR32114962,2025-01-24 17:31:25,2025-01-24 17:20:15,67179,20065627,67179,298,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114962/SRR32114962.lite.1,SRX27461466,DNA-250122FOR-288,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887299,SAMN46403932,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1897,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,578809BFD6213AC56F757A024D567E2F,76AB18D2BB537978EF66BFB94C42115A
SRR32114932,2025-01-24 17:31:27,2025-01-24 17:19:51,59957,16522856,59957,275,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114932/SRR32114932.lite.1,SRX27461496,DNA-250122FOR-343,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887329,SAMN46403987,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1898,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,27F8B3B423A61CE0480BE525BC7330AA,A3A2812E846BCAA2C2563D0BBCB1F4B3
SRR32114780,2025-01-24 17:23:15,2025-01-24 17:09:03,122926,36693338,122926,298,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114780/SRR32114780.lite.1,SRX27461648,DNA-250122FOR-130,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887481,SAMN46403774,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1899,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,F6FDD03CD3E2699CE91DB2559D5A0794,FE298B33A698C427DDBE239FDA19C901
SRR32115171,2025-01-24 17:37:00,2025-01-24 17:26:09,87604,25651782,87604,292,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115171/SRR32115171.lite.1,SRX27461806,DNA-250122FOR-445,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887639,SAMN46404089,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1900,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7EFE37D48F114C2C3AFFB7528DC78E60,247FB64331E3983F8C62C113E815BEF6
SRR32114961,2025-01-24 17:31:25,2025-01-24 17:20:10,69828,20864439,69828,298,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114961/SRR32114961.lite.1,SRX27461467,DNA-250122FOR-289,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887300,SAMN46403933,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1901,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,6EFA5B319A834C925FBD78F5ECEDADF8,2F617DB1F2FE8AEBDBFA4D8A88E16B6C
SRR32114998,2025-01-24 17:31:21,2025-01-24 17:20:25,92047,26362806,92047,286,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114998/SRR32114998.lite.1,SRX27461430,DNA-250122FOR-198,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887262,SAMN46403842,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1903,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,9A32636407BD0E808C06CACE01044CA3,392413F5A266A0227C5255BFC88CD023
SRR32114778,2025-01-24 17:23:15,2025-01-24 17:08:59,128852,38477975,128852,298,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114778/SRR32114778.lite.1,SRX27461650,DNA-250122FOR-131,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887483,SAMN46403775,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1904,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,1382146F27896524F524E0A936119544,D4E927D2B68BFA7E5BB16C6E95E4BA14
SRR32114777,2025-01-24 17:23:15,2025-01-24 17:09:04,1207297,361724439,1207297,299,204,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114777/SRR32114777.lite.1,SRX27461651,DNA-250122FOR-132,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887484,SAMN46403776,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1905,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,B73E741AAA938D320C5735EF53935099,552B25470C50F28F0A174ADC73D1A4FF
SRR32115170,2025-01-24 17:37:00,2025-01-24 17:26:16,84014,25094897,84014,298,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115170/SRR32115170.lite.1,SRX27461807,DNA-250122FOR-446,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887640,SAMN46404090,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1906,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,021997E8D03560E7052843DE4EDB5765,E5F10A886C190E975134990AB652827D
SRR32115037,2025-01-24 17:37:07,2025-01-24 17:25:32,75072,21195718,75072,282,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115037/SRR32115037.lite.1,SRX27461391,DNA-250122FOR-162,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887223,SAMN46403806,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1907,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,49D85CA0FCF3B28F08D2DA97AEE6B691,793CD176643D7BCA0747FE7A45183DA4
SRR32115016,2025-01-24 17:31:24,2025-01-24 17:20:14,77067,19252246,77067,249,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115016/SRR32115016.lite.1,SRX27461412,DNA-250122FOR-181,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887245,SAMN46403825,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1908,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,BA85EED80F688F39549BF99AF11ABB7D,3964DC12B8E874EC1FC37B69AEA17CF0
SRR32114776,2025-01-24 17:23:15,2025-01-24 17:09:01,151301,44613195,151301,294,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114776/SRR32114776.lite.1,SRX27461652,DNA-250122FOR-133,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887485,SAMN46403777,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1909,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7622F2C66A27095ECF058DCB4A2AA947,C87CE326FA8C860F6A0B7BF1D3B317A0
SRR32115169,2025-01-24 17:37:04,2025-01-24 17:26:21,167121,50145543,167121,300,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115169/SRR32115169.lite.1,SRX27461808,DNA-250122FOR-447,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887641,SAMN46404091,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1910,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,3E5562C74363F22A2E088FCA30481B64,DF8560E1BC9C62A7CFE41D86AAD6A486
SRR32115168,2025-01-24 17:37:00,2025-01-24 17:26:22,89618,26620753,89618,297,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115168/SRR32115168.lite.1,SRX27461809,DNA-250122FOR-448,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887643,SAMN46404092,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1911,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,73A246FA2523451E2AC1C1222CD96B5E,3C8260CA8B91938DCB51D28DCADB1A80
SRR32115035,2025-01-24 17:31:24,2025-01-24 17:20:42,79570,18494445,79570,232,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115035/SRR32115035.lite.1,SRX27461393,DNA-250122FOR-164,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887227,SAMN46403808,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1912,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,374C1DCD439B3A0A7D8DEA65BFD042DF,D6FC40884ED54BC166E18E2016727723
SRR32114775,2025-01-24 17:23:15,2025-01-24 17:08:52,162026,48541480,162026,299,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114775/SRR32114775.lite.1,SRX27461653,DNA-250122FOR-134,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887486,SAMN46403778,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1913,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,8BF060112C6807612EBF02FB0A6CF609,4E82E2C3A6A7C1E61A2F88A5759DCFAD
SRR32114957,2025-01-24 17:31:25,2025-01-24 17:19:52,106552,30549900,106552,286,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114957/SRR32114957.lite.1,SRX27461471,DNA-250122FOR-292,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887304,SAMN46403936,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1914,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7C781E51DD1180DE7A08369E33194F9D,F3B416024DC2E2F4976D18F174A09FF4
SRR32115283,2025-01-24 17:36:55,2025-01-24 17:26:28,208430,61387584,208430,294,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115283/SRR32115283.lite.1,SRX27461694,DNA-250122FOR-229,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887527,SAMN46403873,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1915,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,D86C8272EAB131E107B772B4508C0960,94F57C452B6FB7A5F7565B26A2B5BEEA
SRR32114765,2025-01-24 17:23:16,2025-01-24 17:09:39,147908,44444642,147908,300,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114765/SRR32114765.lite.1,SRX27461663,DNA-250122FOR-143,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887496,SAMN46403787,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1916,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,FC27729580D8BC465B85545E49E02184,29C6523147769E16E761B156E559E56D
SRR32115015,2025-01-24 17:31:20,2025-01-24 17:20:12,70016,18829294,70016,268,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115015/SRR32115015.lite.1,SRX27461413,DNA-250122FOR-182,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887246,SAMN46403826,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1917,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,710E0923A6D25E0F244D40840A8FE189,E9FBAEBEF41B309FA7FAD91BD96C7E80
SRR32114996,2025-01-24 17:31:24,2025-01-24 17:19:51,61983,17410932,61983,280,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114996/SRR32114996.lite.1,SRX27461432,DNA-250122FOR-200,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887266,SAMN46403844,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1918,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,2E9DADFBD701DEA479C6E23FE5B665BB,580E22E1691421A043B01F55B74D667A
SRR32115162,2025-01-24 17:37:00,2025-01-24 17:26:09,80903,24178022,80903,298,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115162/SRR32115162.lite.1,SRX27461815,DNA-250122FOR-453,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887649,SAMN46404097,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1919,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,F0C13AC3002B2ECEA6ED734B787E4B57,76EDF692DDCDD2EDDB3955561646BF76
SRR32114931,2025-01-24 17:31:27,2025-01-24 17:19:45,66347,17529298,66347,264,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114931/SRR32114931.lite.1,SRX27461497,DNA-250122FOR-344,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887330,SAMN46403988,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-1920,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,E951D93E2A07D3A482E8C55E1EFFA9BA,98B7045F937499EEC80F4CDD7BF190F1
